Date,AAPL,MSFT,WMT,NKE,MCD,DIS
2018-10-11,210.0425,103.6348,91.556,73.511,158.1542,108.9628
2018-10-12,217.545,107.2162,92.4236,74.8922,158.9791,110.3941
2018-10-15,212.8927,105.2885,91.4585,73.9845,158.8335,111.2078
2018-10-16,217.5842,108.6155,93.3984,76.4411,159.2217,113.9036
2018-10-17,216.644,108.3317,94.1296,75.4546,161.8419,114.8251
2018-10-18,211.5802,106.1692,93.7494,74.5863,161.8808,113.8938
2018-10-19,214.8026,106.3258,94.7047,73.215,162.5407,116.5603
2018-10-22,216.115,107.2749,94.695,73.8957,161.7061,115.9427
2018-10-23,218.1523,105.7778,95.3384,72.3665,171.9152,115.531
2018-10-24,210.6693,100.1219,95.1044,71.153,172.1093,109.4138
2018-10-25,215.2825,105.9735,96.6836,72.1199,170.1296,111.9136
2018-10-26,211.8545,104.6623,96.4497,71.1037,168.2178,110.9627
2018-10-29,207.8779,101.6191,97.288,71.2221,168.111,110.8156
2018-10-30,208.9161,101.5017,99.8421,73.511,173.2156,112.5018
2018-10-31,214.3618,104.5155,97.7559,74.0339,171.6726,112.5704
2018-11-01,217.6528,103.6446,98.0484,75.7604,169.7123,113.8154
2018-11-02,203.2157,103.8795,98.7893,75.5532,171.527,112.9135
2018-11-05,197.4468,105.2005,100.3197,76.4905,175.0595,113.1782
2018-11-06,199.582,105.4059,100.7292,75.5434,177.3109,114.4134
2018-11-07,205.6349,109.5549,101.6942,76.9246,178.8054,114.7467
2018-11-08,204.9175,109.3494,102.2402,76.7371,179.999,113.7174
2018-11-09,200.9663,107.2162,102.903,75.3362,180.4454,115.678
2018-11-12,190.8428,104.5742,101.2556,74.093,178.9219,114.4036
2018-11-13,188.9361,104.6427,100.349,74.1917,178.5725,114.5507
2018-11-14,183.5992,103.1588,98.9745,74.1917,178.4172,114.8153
2018-11-15,188.1301,105.4289,97.0346,73.3334,178.1358,114.8055
2018-11-16,190.2138,106.4215,95.2311,73.7379,182.0467,113.9036
2018-11-19,182.6752,102.8148,94.344,71.5476,181.2024,113.1488
2018-11-20,173.9474,99.955,91.79,70.1664,178.2814,109.6687
2018-11-21,173.7508,101.3308,91.7997,71.3997,177.3206,110.8058
2018-11-23,169.3378,101.2915,92.7063,70.5315,176.554,109.8745
2018-11-26,171.6278,104.6329,92.7551,71.7351,178.456,110.3353
2018-11-27,171.2544,105.2913,92.6478,71.1234,179.1742,111.6587
2018-11-28,177.8396,109.2026,95.0069,73.659,182.299,113.8154
2018-11-29,176.4734,108.2887,94.8412,73.3432,183.6673,114.3154
2018-11-30,175.52,108.9766,95.1921,74.3328,184.0677,113.2174
2018-12-03,181.6531,110.1559,96.2645,77.1232,181.0017,113.4625
2018-12-04,173.6624,106.6475,93.3984,74.9957,180.6795,110.649
2018-12-06,171.7261,107.3059,92.8888,74.7484,181.0798,112.0802
2018-12-07,165.6029,103.0113,91.3401,72.5714,178.6485,110.628
2018-12-10,166.6939,105.7335,92.0752,71.7501,180.2986,110.5094
2018-12-11,165.7405,106.7163,91.987,72.799,179.2636,110.6181
2018-12-12,166.2024,107.1978,91.2617,73.5411,179.1562,110.8552
2018-12-13,168.0207,107.5614,91.1147,72.1657,182.0367,112.021
2018-12-14,162.6444,104.2005,90.0267,71.7699,178.9707,110.8453
2018-12-17,161.1309,101.1146,88.9682,69.1675,176.5296,109.2844
2018-12-18,163.2244,102.176,89.272,70.4044,175.4751,108.1285
2018-12-19,158.1331,101.9008,88.7525,68.2472,174.938,107.9013
2018-12-20,154.1427,99.7585,85.5475,66.8223,169.5872,105.7081
2018-12-21,148.1472,96.535,85.4004,71.6116,170.0461,102.9617
2018-12-24,144.314,92.5058,84.1164,67.3863,166.2673,99.1384
2018-12-26,154.4769,98.8249,88.6153,72.2449,169.9289,104.5523
2018-12-27,153.4743,99.4342,89.7719,72.898,171.5694,105.2339
2018-12-28,153.553,98.6578,90.3012,72.5714,171.4229,106.0045
2018-12-31,155.0371,99.8174,91.3009,73.363,173.3855,108.3261
2019-01-02,155.214,99.3752,91.4872,73.2839,171.9111,107.6543
2019-01-03,139.7535,95.7194,91.0167,71.9876,170.7784,105.0462
2019-01-04,145.7195,100.1712,91.5852,73.8677,174.0788,108.2866
2019-01-07,145.3952,100.299,92.6633,74.9265,175.9731,109.2251
2019-01-08,148.1669,101.0262,93.3102,75.9259,176.3441,110.0748
2019-01-09,150.683,102.4708,93.0064,75.7874,176.0414,111.3097
2019-01-10,151.1646,101.8124,93.075,75.6191,177.2717,111.4381
2019-01-11,149.6805,101.0262,92.9574,75.2431,178.0724,111.2899
2019-01-14,147.4297,100.2891,93.0652,75.2926,176.9495,111.0627
2019-01-15,150.4471,103.1981,94.3394,77.0638,176.7542,110.4107
2019-01-16,152.2851,103.5617,94.4374,76.8659,175.1236,109.5709
2019-01-17,153.1893,104.2889,94.8197,78.3007,176.8421,109.6697
2019-01-18,154.1329,105.8515,95.79,79.6069,178.2677,109.6993
2019-01-22,150.6732,103.8565,95.5548,79.9038,180.2206,109.2647
2019-01-23,151.2825,104.8687,96.7506,79.6564,181.7047,109.7784
2019-01-24,150.0834,104.3675,96.4075,79.597,182.9546,109.2153
2019-01-25,155.0567,105.3208,95.0157,79.7652,179.664,109.7487
2019-01-28,153.6218,103.2669,95.1333,79.4783,179.2734,109.4721
2019-01-29,152.0295,101.1638,94.7903,79.3793,177.8771,109.561
2019-01-30,162.4184,104.5444,92.9182,80.4282,177.4865,108.8003
2019-01-31,163.588,102.6281,93.9277,81.0219,174.567,110.1735
2019-02-01,163.6666,101.0065,91.9968,80.6558,172.5555,109.9562
2019-02-04,168.3156,103.9155,92.8888,81.1308,173.366,110.4502
2019-02-05,171.1954,105.3699,93.7023,81.9917,173.3855,111.2998
2019-02-06,171.2544,104.2005,93.7415,81.8432,172.0282,110.0649
2019-02-07,168.0109,103.4536,94.8099,81.5266,171.1495,109.6104
2019-02-08,168.2083,103.8467,93.6827,81.4969,170.632,110.1637
2019-02-11,167.241,103.4339,94.2904,82.8031,170.1535,108.1187
2019-02-12,168.6821,105.0456,95.0451,83.8223,169.8703,107.8816
2019-02-13,167.9813,104.967,95.9958,84.505,170.0461,108.8695
2019-02-14,168.5933,105.0555,96.5643,83.7926,171.7255,109.3239
2019-02-15,168.2182,106.3527,98.0051,84.4852,175.7289,111.2306
2019-02-19,168.7216,106.3035,100.1713,83.6837,175.0259,112.1395
2019-02-20,169.8074,105.7509,97.8973,83.9509,176.2367,112.3075
2019-02-21,168.8499,107.9814,97.4171,83.0702,178.502,112.9101
2019-02-22,170.7352,109.521,97.5739,83.8717,178.8535,113.8585
2019-02-25,171.979,110.1329,97.1524,84.2775,178.3067,112.2186
2019-02-26,172.0777,110.8928,96.731,84.9008,178.8926,112.1296
2019-02-27,172.6107,110.7053,96.1625,85.267,179.0391,111.4183
2019-02-28,170.9129,110.5671,97.025,84.8316,180.6506,111.4776
2019-03-01,172.7094,111.0606,95.986,86.4685,181.8396,112.6335
2019-03-04,173.578,110.7941,95.9076,84.9605,177.457,112.9496
2019-03-05,173.2622,110.2414,96.3879,84.7621,178.2038,112.6236
2019-03-06,172.2652,110.2908,96.3095,84.4546,178.872,113.4633
2019-03-07,170.2713,108.9485,95.5156,84.5836,177.3882,112.6335
2019-03-08,170.676,109.067,95.6528,84.1272,176.3859,112.4359
2019-03-11,176.5886,111.3567,96.5251,85.1391,177.9385,113.3645
2019-03-12,178.5727,112.1364,96.4173,84.7522,178.6755,113.3448
2019-03-13,179.3623,113.0049,97.0642,85.2482,178.9015,112.7125
2019-03-14,181.3562,113.0937,96.7883,86.1808,179.5697,113.0978
2019-03-15,183.7153,114.3965,96.9854,86.1113,182.1148,113.572
2019-03-18,185.5908,116.0348,98.2073,87.1232,180.7587,111.7542
2019-03-19,184.1201,116.1137,98.3945,86.9943,179.9333,108.6719
2019-03-20,185.729,115.9854,97.2022,86.0022,181.761,108.662
2019-03-21,192.5694,118.6502,97.616,87.3118,183.1367,107.3481
2019-03-22,188.5816,115.5216,96.8474,81.5379,183.5691,106.9233
2019-03-25,186.3015,116.1236,96.739,81.6768,182.498,106.4886
2019-03-26,184.3767,116.3703,96.8868,82.7185,184.2275,108.8102
2019-03-27,186.035,115.2452,95.793,82.4308,184.2569,108.9485
2019-03-28,186.2817,115.4031,95.7142,83.3732,186.1043,109.3733
2019-03-29,187.4959,116.4,96.1083,83.5419,186.6055,109.6895
2019-04-01,188.7692,117.4659,96.3941,84.5538,185.1217,111.1516
2019-04-02,191.5133,117.6336,95.5269,83.7006,185.0824,110.6082
2019-04-03,192.8261,118.4035,95.7733,83.7998,185.0824,111.1615
2019-04-04,193.1617,117.8014,96.6799,84.6034,186.576,113.3645
2019-04-05,194.4548,118.3245,97.3894,84.7225,187.4014,113.6115
2019-04-08,197.5147,118.364,97.7836,84.0578,186.5564,113.572
2019-04-09,196.9225,117.7225,97.2514,83.6113,186.7823,115.4491
2019-04-10,198.028,118.6206,98.1482,84.2066,185.9373,115.7455
2019-04-11,196.3796,118.7588,99.3307,84.3256,185.6032,115.1922
2019-04-12,196.3006,119.3707,100.0796,85.5558,188.276,128.4897
2019-04-15,196.656,119.4694,100.9369,86.1411,188.5217,130.4458
2019-04-16,196.6757,119.193,101.4296,87.1034,188.3742,128.3316
2019-04-17,200.5056,120.1799,101.6563,88.026,188.2858,130.1593
2019-04-18,201.2262,121.7591,101.676,88.4923,191.5286,130.8508
2019-04-22,201.8875,122.144,100.8778,86.6669,190.5557,130.0901
2019-04-23,204.7994,123.802,101.5676,86.7364,191.8725,131.7499
2019-04-24,204.4835,123.3776,102.0209,87.6887,194.2014,133.4689
2019-04-25,202.6278,127.4636,102.011,86.8653,194.4962,135.583
2019-04-26,201.6605,128.1939,100.05,87.6094,193.995,138.2307
2019-04-29,201.9665,128.0755,100.0796,87.5598,193.7002,137.6181
2019-04-30,198.0774,128.8947,101.3409,87.1332,194.1424,135.3163
2019-05-01,207.8001,126.2102,99.8825,85.2185,190.8014,134.7334
2019-05-02,206.4478,124.562,99.6756,84.5935,191.2338,132.5204
2019-05-03,209.0142,127.2168,100.592,85.0201,194.0933,132.7081
2019-05-06,205.7865,126.4766,100.9665,82.907,195.4493,133.3701
2019-05-07,200.2391,123.881,99.8234,81.8851,194.6042,131.8289
2019-05-08,200.2785,123.8711,98.838,82.1133,194.5944,133.3602
2019-05-09,198.1267,123.8612,98.6101,82.3217,194.2996,131.9771
2019-05-10,195.382,125.47,100.958,83.284,196.5204,132.4216
2019-05-13,184.0265,121.7393,98.9568,81.8752,195.5771,129.7542
2019-05-14,186.9397,123.1013,99.3531,83.0062,194.5748,131.5918
2019-05-15,189.1791,124.8348,98.9469,83.3435,195.6164,133.0539
2019-05-16,188.3467,127.7175,100.3636,83.6113,196.5204,133.864
2019-05-17,187.2766,126.8656,99.9178,83.899,195.7638,133.4096
2019-05-20,181.4205,125.033,100.5716,82.1927,195.5378,132.2932
2019-05-21,184.8985,125.7066,100.1754,82.9764,196.373,132.471
2019-05-22,181.1133,126.4693,101.275,82.5399,196.491,132.2339
2019-05-23,178.0217,124.9933,100.9084,81.9844,195.5181,131.1275
2019-05-24,177.338,125.0528,101.7109,81.5082,194.3389,131.1867
2019-05-28,176.6048,124.9735,101.4632,80.5558,193.258,131.0188
2019-05-29,175.7625,123.765,101.166,78.2443,192.6193,129.9815
2019-05-30,176.6741,124.5476,101.2354,78.6312,195.7834,130.6039
2019-05-31,173.4736,122.5168,100.4924,76.741,195.9712,130.4458
2019-06-03,171.7197,118.713,101.0075,77.5567,196.4753,130.8706
2019-06-04,178.0019,122.0017,101.6019,81.1978,197.3155,133.1922
2019-06-05,180.8755,124.6466,103.4445,82.2921,197.8097,134.2987
2019-06-06,183.531,126.6179,104.1281,82.0235,200.6958,135.5534
2019-06-07,188.4161,130.1642,105.0692,82.9786,203.0976,136.3734
2019-06-10,190.8239,131.353,106.5156,82.1529,198.9661,135.4151
2019-06-11,193.0336,130.8577,106.9316,82.8293,200.9034,133.4491
2019-06-12,192.4193,130.2534,107.8034,82.2026,202.554,134.0814
2019-06-13,192.3796,131.0756,107.635,83.1775,202.1191,140.0287
2019-06-14,190.9825,131.2044,108.0511,83.0084,202.9098,139.9398
2019-06-17,192.122,131.6006,108.1403,81.6853,201.447,139.268
2019-06-18,196.6404,133.8889,108.6257,83.864,202.1389,137.5589
2019-06-19,196.0657,134.4139,108.596,83.1178,202.1784,139.2186
2019-06-20,197.6412,135.662,109.2894,84.7991,202.7418,140.3053
2019-06-21,196.9674,135.6819,110.0918,85.3065,201.8918,138.5369
2019-06-24,196.7692,136.4842,110.2008,84.0629,201.5557,137.5391
2019-06-25,193.7867,132.1751,109.6857,82.1926,203.325,138.2504
2019-06-26,197.9781,132.6704,109.1309,82.123,202.1784,138.7048
2019-06-27,197.9186,132.8884,109.0715,83.2273,203.8785,137.6181
2019-06-28,196.1152,132.7002,109.4578,83.5158,205.2524,137.954
2019-07-01,199.7121,134.404,109.5866,84.9682,203.9081,139.9398
2019-07-02,200.8814,135.2955,110.5574,84.5205,207.1501,140.8091
2019-07-03,202.5461,136.1673,111.2707,85.7541,210.3427,141.2537
2019-07-05,202.3677,135.771,110.9339,86.3709,208.7909,141.6016
2019-07-08,198.1961,135.672,111.667,88.0223,209.7002,140.1801
2019-07-09,199.405,135.1767,111.8255,87.5846,209.631,140.7666
2019-07-10,201.3768,136.5536,111.9246,86.9877,210.5305,142.6851
2019-07-11,199.9103,137.0984,112.8558,87.8333,210.224,142.705
2019-07-12,201.4462,137.5937,113.5294,88.659,210.5206,144.0172
2019-07-15,203.3388,137.5937,113.9059,89.0172,211.7264,144.1961
2019-07-16,202.6352,135.7908,113.6879,88.1417,211.2421,143.4406
2019-07-17,201.4957,134.9884,113.5294,87.0474,211.2322,141.7209
2019-07-18,203.7847,135.137,113.6483,86.9877,213.4067,140.7865
2019-07-19,200.7426,135.3351,112.836,86.1023,211.3904,139.0171
2019-07-22,205.3304,137.1281,111.7661,85.5253,212.5073,140.0012
2019-07-23,206.9356,137.98,111.0429,86.2515,211.8253,140.4187
2019-07-24,206.7672,139.3966,110.9537,86.2515,210.313,140.4485
2019-07-25,205.1323,138.8716,111.1717,86.8285,211.9538,142.3571
2019-07-26,205.8457,140.0108,111.9642,87.0872,213.0805,143.7885
2019-07-29,207.768,139.7037,111.2212,87.1668,212.4875,145.5182
2019-07-30,206.8762,139.0301,111.0132,86.749,209.8781,144.0668
2019-07-31,211.0974,134.9884,109.3488,85.585,208.2769,142.1583
2019-08-01,206.5294,136.7616,108.3582,82.6901,208.8007,141.0052
2019-08-02,202.1596,135.6125,108.378,80.7203,211.9933,140.866
2019-08-05,191.577,130.9666,104.8315,78.5615,208.01,137.4763
2019-08-06,195.2036,133.4233,106.2679,80.8795,211.5979,141.0251
2019-08-07,197.225,134.0077,107.1892,80.8596,214.316,134.0568
2019-08-08,201.575,137.5838,108.0354,82.5707,215.4824,137.0688
2019-08-09,199.9139,136.4149,106.8009,81.556,218.586,137.695
2019-08-12,199.4066,134.5129,104.7502,81.2277,214.6422,134.9415
2019-08-13,207.8512,137.2965,106.9304,82.889,217.1824,136.194
2019-08-14,201.6645,133.1619,105.7258,80.6109,213.9701,132.0588
2019-08-15,200.6599,132.8638,112.1868,79.0987,215.7393,132.6155
2019-08-16,205.3944,135.2988,112.4855,79.8648,215.937,134.3948
2019-08-19,209.2238,137.5649,113.3018,80.7104,216.2434,134.4843
2019-08-20,209.2338,136.4219,111.5497,80.1135,215.937,134.3252
2019-08-21,211.5016,137.9426,111.5198,82.312,218.1511,134.9515
2019-08-22,211.3225,136.9387,111.4103,82.8791,216.9452,135.2696
2019-08-23,201.5551,132.5755,110.3351,80.0239,212.1712,130.8858
2019-08-26,205.3845,134.623,111.4899,81.8246,214.3951,133.8083
2019-08-27,203.067,134.9112,111.918,81.6057,213.5451,133.689
2019-08-28,204.4296,134.7323,112.2167,83.0482,215.5417,135.7368
2019-08-29,207.891,137.2766,113.5706,84.9384,217.983,137.0191
2019-08-30,207.6224,137.0182,113.7498,84.2801,216.582,136.4425
2019-09-03,204.5987,135.2094,114.1281,84.4496,215.7474,135.4982
2019-09-04,208.07,136.7897,115.3924,86.1253,217.1086,137.0688
2019-09-05,212.1381,139.1949,114.9245,88.1899,218.0923,138.0131
2019-09-06,212.1182,138.2507,114.2177,88.4592,218.6289,138.7189
2019-09-09,213.0234,136.6803,115.8105,88.4392,215.8765,138.0032
2019-09-10,215.5398,135.2491,115.5318,86.604,208.3448,134.9813
2019-09-11,222.3929,135.2888,115.5019,86.5242,208.8615,135.3789
2019-09-12,221.8956,136.6803,116.3979,87.4418,210.7991,136.6811
2019-09-13,217.5788,136.4815,116.9056,87.0928,208.474,137.198
2019-09-16,218.7227,135.4976,115.0539,87.0429,206.0793,134.9912
2019-09-17,219.5184,136.5511,115.9897,87.362,208.5137,135.4982
2019-09-18,221.5773,137.6742,116.6368,87.8508,209.09,135.9853
2019-09-19,219.777,140.2086,116.5871,87.4718,209.1795,132.5061
2019-09-20,216.5643,138.5886,116.4576,86.4544,208.0566,131.4823
2019-09-23,217.549,138.2904,117.0948,87.4618,210.1929,131.6711
2019-09-24,216.5146,136.5412,117.8713,86.9531,210.6699,131.184
2019-09-25,219.8466,138.5091,117.941,90.5737,211.276,132.2974
2019-09-26,218.7127,138.688,117.7717,91.9301,211.2462,130.4882
2019-09-27,217.6485,136.889,117.9211,92.0698,211.8026,129.186
2019-09-30,222.7709,138.1811,118.15,93.6756,213.3428,129.5439
2019-10-01,223.3876,136.2331,117.3238,92.0398,207.689,128.7785
2019-10-02,217.7877,133.8278,115.6015,91.2519,204.9565,128.3709
2019-10-03,219.6378,135.4479,115.7906,91.98,208.6926,127.3868
2019-10-04,225.7946,137.2766,117.6324,92.8278,210.342,129.4942
2019-10-07,225.8443,136.2828,116.7065,92.9275,210.5705,130.1204
2019-10-08,223.1986,134.8416,117.055,91.5112,209.7657,127.7049
2019-10-09,225.8145,137.3959,118.3989,92.2792,211.4747,128.5598
2019-10-10,228.8581,138.2507,119.0759,92.758,210.4115,128.5697
2019-10-11,234.9454,138.8271,119.7031,93.6357,207.689,129.2457
2019-10-14,234.6072,138.6979,118.6379,94.6331,207.0531,128.9276
2019-10-15,234.0601,140.7056,118.9962,94.5433,205.9005,128.9872
2019-10-16,233.1152,139.5527,118.8867,94.6331,206.9736,130.0807
2019-10-17,234.0203,138.8371,119.3049,95.3113,205.5328,131.5816
2019-10-18,235.1443,136.571,118.608,95.8499,207.1723,130.1105
2019-10-21,239.2223,137.5847,119.2053,95.9696,208.5137,129.4842
2019-10-22,238.6753,135.5373,119.046,95.3512,198.0011,131.6115
2019-10-23,241.878,136.402,118.8171,92.0797,197.9415,130.349
2019-10-24,242.2759,139.0856,118.5682,91.2619,194.7718,129.4842
2019-10-25,245.2598,139.8707,118.5084,90.6834,193.3708,130.1204
2019-10-28,247.7166,143.3096,118.6876,90.6136,190.5588,129.7526
2019-10-29,241.9874,141.9579,116.6269,89.0476,191.3934,128.7089
2019-10-30,241.9576,143.727,117.5726,89.9553,195.6362,128.8282
2019-10-31,247.4282,142.4946,116.7364,89.3169,195.4474,129.1463
2019-11-01,254.4504,142.8425,117.0948,88.9479,192.705,131.9594
2019-11-04,256.1214,143.6674,117.045,89.6261,187.4586,132.1284
2019-11-05,255.7534,143.578,118.3292,89.6461,190.9562,130.6671
2019-11-06,255.8628,143.1804,118.9664,89.2471,192.9435,130.4882
2019-11-07,258.8157,143.3792,119.6931,90.1647,191.8505,132.1682
2019-11-08,259.5241,145.0688,118.9067,89.5763,192.3771,137.1384
2019-11-11,261.5792,145.2179,118.5084,89.8156,191.4133,135.9256
2019-11-12,261.3398,146.172,118.5881,89.2671,192.0492,137.7547
2019-11-13,263.8438,146.4105,120.4398,91.0524,193.7583,147.8343
2019-11-14,262.0182,147.156,120.1113,91.0325,192.7646,146.2736
2019-11-15,265.1308,149.0543,118.3392,92.7979,192.7348,143.8084
2019-11-18,266.4676,149.422,119.713,93.9349,193.0429,146.7707
2019-11-19,265.6595,149.4717,119.3546,93.3664,192.2082,147.4963
2019-11-20,262.5669,149.2124,118.598,92.8078,192.8938,146.0549
2019-11-21,261.3896,149.0728,119.3248,91.9202,191.1252,146.0251
2019-11-22,261.1602,149.1825,118.827,93.0971,191.9101,147.4068
2019-11-25,265.7393,150.8181,118.389,92.6582,190.6681,148.7985
2019-11-26,263.6642,151.6159,118.6578,93.0871,192.7746,150.7369
2019-11-27,267.2058,151.9051,118.2297,93.895,195.05,150.5779
2019-11-29,266.6172,150.9677,118.5582,93.49,194.48,150.6773
2019-12-02,263.5345,149.1426,118.7474,93.56,195.18,149.723
2019-12-03,258.8357,148.9033,118.1401,92.46,193.12,147.6951
2019-12-04,261.1203,149.4418,118.16,93.72,194.31,147.3969
2019-12-05,264.9512,149.5216,118.66,95.79,194.21,146.5619
2019-12-06,270.069,151.3366,119.78,97.0,195.35,146.7806
2019-12-09,266.288,150.9477,119.36,96.63,194.68,145.3392
2019-12-10,267.8443,150.7183,119.14,97.01,194.95,145.2299
2019-12-11,270.1289,151.2868,119.0,97.18,194.72,146.711
2019-12-12,270.8173,152.8226,119.76,97.72,196.31,146.88
2019-12-13,274.4985,154.1091,120.29,97.77,197.12,146.38
2019-12-16,279.1974,155.1063,120.54,98.81,197.88,148.46
2019-12-17,279.7461,154.2686,121.28,99.65,196.52,147.73
2019-12-18,279.0777,153.9495,119.86,100.57,195.63,146.26
2019-12-19,279.357,155.2859,120.08,101.15,197.06,146.15
2019-12-20,278.7784,156.9812,120.29,99.96,197.14,146.88
2019-12-23,283.3276,156.9812,119.03,100.04,196.2,144.68
2019-12-24,283.5969,156.9513,119.51,100.14,196.67,145.29
2019-12-26,289.2236,158.2378,119.52,100.71,197.06,145.7
2019-12-27,289.1138,158.527,119.59,101.57,198.17,145.75
2019-12-30,290.8298,157.1607,119.4,100.8,196.91,143.77
2019-12-31,292.9547,157.2704,118.84,101.31,197.61,144.63
2020-01-02,299.6389,160.1825,118.94,102.2,200.79,148.2
2020-01-03,296.7258,158.1879,117.89,101.92,200.08,146.5
2020-01-06,299.0901,158.5968,117.65,101.83,202.33,145.65
2020-01-07,297.6835,157.1508,116.56,101.78,202.63,145.7
2020-01-08,302.4721,159.6539,116.16,101.55,205.91,145.4
2020-01-09,308.8969,161.6485,117.36,101.48,208.35,144.83
2020-01-10,309.5952,160.9005,116.38,100.9,207.27,144.62
2020-01-13,316.2095,162.8352,115.88,102.16,206.51,143.88
2020-01-14,311.9397,161.6884,116.18,102.92,207.32,145.2
2020-01-15,310.6028,162.7355,115.28,102.79,209.77,144.32
2020-01-16,314.4936,165.7174,115.9,103.37,210.85,145.12
2020-01-17,317.9754,166.6448,114.96,104.53,211.98,144.33
2020-01-21,315.8205,166.0465,115.59,104.58,211.16,143.56
2020-01-22,316.9478,165.2486,116.1,104.49,211.44,144.01
2020-01-23,318.4742,166.2659,115.81,103.02,213.42,142.2
2020-01-24,317.5563,164.5904,114.37,102.03,211.24,140.08
2020-01-27,308.2185,161.838,115.86,100.24,209.34,135.9
2020-01-28,316.9378,165.0093,116.6,100.41,210.39,138.37
2020-01-29,323.5721,167.5823,115.89,99.84,214.44,136.06
2020-01-30,323.1032,172.3094,116.58,98.19,216.18,137.81
2020-01-31,308.7772,169.7663,114.49,96.3,213.97,138.31
2020-02-03,307.9292,173.905,114.27,99.27,215.18,141.32
2020-02-04,318.0951,179.6294,115.27,101.38,214.62,144.73
2020-02-05,320.6889,179.41,116.81,100.54,214.37,141.37
2020-02-06,324.44,183.1298,116.31,100.27,212.87,142.7
2020-02-07,320.03,183.3891,116.45,99.44,211.61,141.02
2020-02-10,321.55,188.186,115.25,100.02,213.21,142.59
2020-02-11,319.61,183.9376,115.4,100.02,215.73,141.01
2020-02-12,327.2,184.2069,115.85,103.0,217.46,141.85
2020-02-13,324.87,183.2096,117.44,103.37,217.42,140.9
2020-02-14,324.95,184.8451,117.89,103.54,217.09,139.54
2020-02-18,319.0,186.72,119.63,102.0,216.15,139.14
2020-02-19,323.62,187.28,117.68,102.46,215.63,141.3
2020-02-20,320.3,184.42,117.69,102.53,215.08,140.37
2020-02-21,313.05,178.59,118.58,100.25,215.87,138.97
